地区ID,地区_中文,地区_英文,人口_manpower,地区类型,地区建筑槽,本地补给,不可通行,拥有者TAG,拥有者_中文,拥有者_英文,控制者TAG,省份数,省份ID列表,胜利点城市数,胜利点合计,胜利点列表,资源,地区建筑,省份建筑,核心TAG,宣称TAG,其他历史字段,日期历史,来源州文件
219,莫斯科,Moscow,8335992,megalopolis,12,6.0,no,SOV,俄罗斯,Russia,,25,301 350 366 401 3259 3290 3327 3358 3391 6283 6290 6348 6380 6414 9235 9282 9302 9348 9378 9395 11217 11236 11268 11282 11330,1,50,6380:莫斯科(50),"{""coal"": 16, ""steel"": 16}","{""air_base"": 10, ""arms_factory"": 7, ""industrial_complex"": 3, ""infrastructure"": 4}","{""6380"": {""landmark_kremlin"": {""allowed"": {""has_dlc"": ""Gotterdammerung""}, ""level"": 1}}}",SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {""3391"": {""land_facility"": 1}}, ""state_buildings"": {""arms_factory"": 10, ""industrial_complex"": 4}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\219-Moscow Area.txt
220,库尔斯克,Kursk,1680086,city,6,0.0,no,SOV,俄罗斯,Russia,,14,457 558 580 3554 3580 6254 6304 6543 6603 9260 9542 9579 11244 11526,1,5,3580:库尔斯克(5),,"{""air_base"": 1, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\220-Kursk Area.txt
221,哈尔科夫,Kharkov,2227520,city,6,0.0,no,SOV,俄罗斯,Russia,,11,418 3409 3508 3531 6530 6554 9531 9556 11397 11461 11541,1,10,418:哈尔科夫(10),"{""steel"": 33}","{""air_base"": 5, ""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 4}",,SOV;UKR,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\221-Kharkov.txt
222,奥廖尔,Orel,1218607,rural,2,0.0,no,SOV,俄罗斯,Russia,,13,302 328 384 6355 9328 9355 9384 9411 11214 11283 11310 11337 11368,1,10,9355:奥廖尔(10),"{""chromium"": 8, ""steel"": 40}","{""air_base"": 4, ""industrial_complex"": 1, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\222-Orel.txt
223,图拉,Tula,1635549,town,4,0.0,no,SOV,俄罗斯,Russia,,14,212 261 300 3236 3250 3292 3376 6262 6315 6333 6396 9366 11242 11347,1,3,6262:图拉(3),,"{""air_base"": 1, ""arms_factory"": 2, ""infrastructure"": 3, ""synthetic_refinery"": 1}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\223-tula.txt
224,布良斯克,Bryansk,1707567,town,4,0.0,no,SOV,俄罗斯,Russia,,17,288 315 343 371 398 3226 3306 3335 3364 3390 6305 6330 6386 6411 11229 11298 11325,1,10,3335:布良斯克(10),,"{""air_base"": 2, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\224-Bryansk.txt
225,苏梅,Sumy,1338280,town,4,0.0,no,SOV,俄罗斯,Russia,,11,463 501 522 3225 3455 3520 6565 9477 9566 11462 11553,2,4,3520:苏梅(3); 9566:绍斯特卡(1),,"{""infrastructure"": 3}",,SOV;UKR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\225-Glukhov.txt
226,第聂伯罗彼得罗夫斯克,Dnipropetrovsk,2391047,town,4,0.0,no,SOV,俄罗斯,Russia,,12,453 472 486 6423 9419 9433 9463 9479 11422 11437 11452 11561,2,11,11437:第聂伯罗彼得罗夫斯克(10); 11561:克里维里赫(1),"{""oil"": 4}","{""air_base"": 2, ""industrial_complex"": 2, ""infrastructure"": 3}",,SOV;UKR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\226-Nikopol.txt
227,斯大林诺,Stalino,3767336,city,6,10.0,no,SOV,俄罗斯,Russia,,10,502 3421 3449 3466 3479 3491 6420 6474 6493 6776,1,10,6474:斯大林诺(10),"{""coal"": 82}","{""infrastructure"": 3}",,SOV;UKR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\227-Stalino.txt
228,伏罗希洛夫格勒,Voroshilovgrad,2167411,town,4,0.0,no,SOV,俄罗斯,Russia,,10,523 547 570 6505 6519 9446 9461 9476 11487 11513,1,1,9461:伏罗希洛夫格勒(1),,"{""infrastructure"": 3}",,SOV;UKR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\228-Taganrog.txt
229,阿塞拜疆,Azerbaijan,2881049,large_town,5,7.0,no,SOV,俄罗斯,Russia,,17,1467 1536 1539 1610 4458 4473 4477 4545 4614 6763 7495 7661 9715 11645 11674 11704 12434,2,11,7661:巴库(10); 11674:甘贾(1),"{""oil"": 70}","{""air_base"": 1, ""fuel_silo"": 1, ""industrial_complex"": 1, ""infrastructure"": 2}",,SOV;AZR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\229-baku.txt
230,亚美尼亚,Armenia,1250082,town,4,0.0,no,SOV,俄罗斯,Russia,,10,3564 4660 6642 6997 11708 12320 12380 12441 12450 13123,2,4,12320:埃里温(3); 12441:久姆里(1),,"{""air_base"": 2, ""industrial_complex"": 2, ""infrastructure"": 2}",,SOV;ARM,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\230-Armenia.txt
231,格鲁吉亚,Georgia,2457844,town,4,0.0,no,SOV,俄罗斯,Russia,,15,654 772 1530 1599 3653 3656 3658 4534 4605 6436 6669 6671 9626 9702 12309,2,8,1599:第比利斯(5); 3653:巴统(3),,"{""air_base"": 3, ""industrial_complex"": 1, ""infrastructure"": 2}","{""3653"": {""coastal_bunker"": 1, ""naval_base"": 2}}",SOV;GEO,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\231-Georgia.txt
232,达吉斯坦,Dagestan,1358292,rural,2,0.0,no,SOV,俄罗斯,Russia,,16,683 700 712 728 1450 3668 3682 3711 4463 6701 6730 6748 7554 7624 9645 11632,2,4,6701:马哈奇卡拉(3); 7624:杰尔宾特(1),"{""oil"": 10}","{""infrastructure"": 2}",,SOV;DAG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\232-Grozny.txt
233,索契,Sochi,387990,rural,2,0.0,no,SOV,俄罗斯,Russia,,7,3698 6692 6721 9649 9663 9674 11664,1,1,9663:索契(1),"{""chromium"": 18}","{""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\233-Caucasus Mountains.txt
234,克拉斯诺达尔,Krasnodar,2903371,city,6,9.0,no,SOV,俄罗斯,Russia,,26,717 719 735 750 765 3717 3720 3734 3752 3760 3765 6736 6738 6741 6755 6768 6781 6783 9691 9694 9696 9709 9744 11668 11681 11729,3,9,3720:迈科普(1); 719:新罗西斯克(3); 3734:克拉斯诺达尔(5),"{""oil"": 12, ""tungsten"": 17}","{""industrial_complex"": 1, ""infrastructure"": 3}","{""719"": {""coastal_bunker"": 1, ""naval_base"": 3}}",SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\234-Krasodar.txt
235,斯塔夫罗波尔,Stavropol,1316516,rural,2,0.0,no,SOV,俄罗斯,Russia,,21,714 731 748 3748 6702 6718 6733 6750 6753 9688 9705 9707 9726 9742 11633 11661 11678 11690 11693 11694 11696,1,3,11696:斯塔夫罗波尔(3),"{""chromium"": 14}","{""air_base"": 2, ""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\235-Stravropol.txt
236,阿斯特拉罕,Astrakhan,647208,rural,2,0.0,no,SOV,俄罗斯,Russia,,15,618 757 3435 3461 3487 6486 6516 6620 9440 9455 9592 9753 11429 11579 11736,1,3,9753:阿斯特拉罕(3),,"{""air_base"": 1, ""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\236-Astrakhan.txt
237,卡尔梅克,Kalmykia,169620,rural,2,0.0,no,SOV,俄罗斯,Russia,,28,481 742 745 759 3413 3439 3475 3597 3726 3746 3774 6463 6758 6760 6791 6794 9426 9442 9594 9720 9722 9735 9739 11416 11566 11706 11724 11727,1,1,11724:埃利斯塔(1),,"{""infrastructure"": 1}",,SOV;KAL,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\237-Elista.txt
238,伏尔加顿斯克,Volgodonsk,556677,rural,2,0.0,no,SOV,俄罗斯,Russia,,17,426 775 3417 3443 3464 3587 3777 3779 6417 6468 6490 6765 6796 9415 9581 11400 11403,1,1,775:萨利斯克(1),,"{""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\238-volgodonsk.txt
239,萨拉托夫,Saratov,1226088,town,4,0.0,no,SOV,俄罗斯,Russia,,24,326 353 433 483 578 3304 3316 3343 3426 3465 3477 3578 6328 6366 6450 6492 9326 9352 9460 9564 11308 11408 11449 11551,1,5,3578:萨拉托夫(5),,"{""industrial_complex"": 1, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\239-Saratov.txt
240,别尔哥罗德,Belgorod,1364537,town,4,0.0,no,SOV,俄罗斯,Russia,,13,473 534 3492 6432 6481 6517 6577 9424 9449 9489 9518 11439 11500,1,1,9449:别尔哥罗德(1),,"{""infrastructure"": 3}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 1}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\240-Voronezh.txt
241,戈梅利,Gomel,943422,rural,2,0.0,no,SOV,俄罗斯,Russia,,13,289 6233 6344 6354 9247 9288 9342 9371 9396 11230 11271 11355 11383,1,10,9288:戈梅利(10),,"{""air_base"": 3, ""infrastructure"": 3}",,SOV;BLR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\241-Pochep.txt
242,斯摩棱斯克,Smolensk,1300028,large_town,5,0.0,no,SOV,俄罗斯,Russia,,16,306 335 3247 3279 3313 3362 6273 6387 9272 9318 9382 9399 11254 11290 11353 11384,1,15,306:斯摩棱斯克(15),,"{""air_base"": 5, ""industrial_complex"": 1, ""infrastructure"": 3}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\242-Smolensk.txt
243,罗斯拉夫尔,Roslavl,576210,rural,2,0.0,no,SOV,俄罗斯,Russia,,9,223 236 3210 3278 3297 6243 9253 9351 11336,1,1,11336:罗斯拉夫尔(1),,"{""air_base"": 2, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\243-Roslavl.txt
244,沃尔霍夫,Volkhov,195325,rural,2,0.0,no,SOV,俄罗斯,Russia,,8,70 3072 3110 6035 6095 9164 9197 11174,1,1,9197:沃尔霍夫(1),,"{""infrastructure"": 3}","{""9197"": {""dam"": 1}}",SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\244-Gatchina.txt
245,米列罗沃,Millerovo,761769,rural,2,8.0,no,SOV,俄罗斯,Russia,,19,449 484 500 509 533 3478 3489 3505 3519 3540 6544 6566 9488 9516 9540 9565 11459 11476 11501,1,1,11476:米列罗沃(1),,"{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\245-Donetsk.txt
246,勒热夫,Rzhev,1025458,rural,2,0.0,no,SOV,俄罗斯,Russia,,24,187 226 287 333 2999 3101 3215 3235 3321 3344 6264 6303 6367 6400 9242 9265 9287 9333 9343 11224 11272 11315 11326 11349,1,1,11349:勒热夫(1),"{""steel"": 16}","{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\246-Rzhev.txt
247,加里宁,Kalinin,1331211,town,4,0.0,no,SOV,俄罗斯,Russia,,17,85 150 344 3143 3176 3323 6022 6122 6203 6245 6346 9046 9144 9256 11084 11154 11250,1,10,6245:加里宁(10),,"{""air_base"": 2, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\247-Tver.txt
248,雅罗斯拉夫尔,Yaroslavl,1664541,large_town,5,6.0,no,SOV,俄罗斯,Russia,,24,2 62 97 121 164 231 252 3077 3116 3190 3220 6056 6101 6143 6167 6356 9122 9188 9345 11039 11099 11166 11205 13128,1,5,121:雅罗斯拉夫尔(5),,"{""air_base"": 1, ""industrial_complex"": 1, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\248-Yaroslavl.txt
249,喀山,Kazan,2761291,town,4,0.0,no,SOV,俄罗斯,Russia,,28,228 260 292 355 372 403 404 3214 3251 3328 3348 3365 6308 6323 6338 6352 6368 9336 9354 9385 9401 9514 10301 11243 11292 11339 11389 11496,1,10,6338:喀山(10),"{""steel"": 25}","{""arms_factory"": 1, ""infrastructure"": 3}",,SOV;TAT,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 2}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\249-Kazan.txt
250,乌里扬诺夫斯克,Ulyanovsky,1630524,town,4,8.0,no,SOV,俄罗斯,Russia,,20,286 345 392 3196 3197 3246 3269 3276 3334 3372 3382 6226 6294 6302 6337 6394 9338 11273 11319 11373,1,1,392:乌里扬诺夫斯克(1),"{""steel"": 14}","{""industrial_complex"": 1, ""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\250-ulyanovsky.txt
251,古比雪夫,Kuybyshev,1391819,town,4,0.0,no,SOV,俄罗斯,Russia,,19,298 338 339 365 393 497 3216 6275 6404 9243 9271 9299 9365 9391 11225 11256 11281 11348 11377,1,3,11225:古比雪夫(3),,"{""air_base"": 1, ""arms_factory"": 2, ""infrastructure"": 3}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\251-Samara.txt
252,高尔基,Gorky,3378176,city,6,0.0,no,SOV,俄罗斯,Russia,,37,12 256 270 297 368 3224 3245 3261 3285 3303 3349 3352 3383 6149 6231 6295 6299 6327 6370 6374 6392 6410 9291 9298 9325 9358 9360 9368 9389 9407 11275 11277 11324 11340 11344 11375 11394,1,10,11375:高尔基(10),,"{""air_base"": 1, ""arms_factory"": 2, ""infrastructure"": 3}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""arms_factory"": 3}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\252-Nizhny Novogrod.txt
253,伊万诺沃,Ivanovo,2585987,town,4,0.0,no,SOV,俄罗斯,Russia,,31,214 280 346 357 378 3202 3240 3268 3339 3347 3370 6135 6215 6247 6269 6316 6358 6362 9033 9159 9257 9267 9278 9311 9356 11134 11239 11252 11295 11338 11362,1,3,6269:伊万诺沃(3),,"{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\253-Ivanovo.txt
254,梁赞,Ryazan,1824120,town,4,0.0,no,SOV,俄罗斯,Russia,,24,269 283 314 330 397 3257 3275 3302 3322 3356 3387 6279 6284 9266 9273 9313 9330 9376 11248 11258 11294 11314 11363 11379,1,1,11248:梁赞(1),,"{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\254-Ryazan.txt
255,奔萨,Penza,2342937,town,4,0.0,no,SOV,俄罗斯,Russia,,32,208 257 324 376 380 3221 3266 3317 3360 3371 6248 6291 6329 6343 6353 6382 6391 6409 9258 9276 9286 9324 9344 9380 9409 11240 11262 11269 11309 11335 11364 11393,1,3,9258:奔萨(3),,"{""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\255-Penza.txt
256,楚瓦什,Chuvashia,786030,town,4,0.0,no,SOV,俄罗斯,Russia,,9,3282 6253 6312 6357 9244 9259 9307 9373 11356,1,1,9259:切博克萨雷(1),,"{""infrastructure"": 2}",,SOV;CHU,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\256-Cheboksary.txt
257,坦波夫,Tambov,1779583,rural,2,0.0,no,SOV,俄罗斯,Russia,,19,232 275 313 340 367 396 471 3332 3389 9245 9312 9367 9422 11227 11296 11323 11351 11381 11436,1,1,11351:坦波夫(1),"{""chromium"": 7}","{""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\257-Livny.txt
258,利佩茨克,Lipetsk,1282096,town,4,0.0,no,SOV,俄罗斯,Russia,,12,356 3199 3291 3318 3346 6230 6317 6341 6369 6398 9339 9394,1,1,6398:利佩茨克(1),,"{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\258-lipetsk.txt
259,波尔塔瓦,Poltava,1442584,rural,2,10.0,no,SOV,俄罗斯,Russia,,10,511 559 3557 6495 6507 6578 6605 9413 9519 11504,1,3,11504:波尔塔瓦(3),,"{""infrastructure"": 3}",,SOV;UKR,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\259-Liski.txt
260,沃罗涅日,Voronezh,2567983,town,4,9.0,no,SOV,俄罗斯,Russia,,21,413 437 510 3469 3504 3527 3566 3567 6428 6477 6494 6553 6587 6591 9448 9529 9552 11396 11412 11475 11540,1,5,413:沃罗涅日(5),,"{""arms_factory"": 1, ""infrastructure"": 3, ""synthetic_refinery"": 1}",,SOV,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {""9448"": {""air_facility"": 1}}, ""state_buildings"": {}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\260-Borisoglbsk.txt
261,俄亥俄,Ohio,6646694,metropolis,10,11.0,no,USA,美利坚,America,,25,659 689 827 831 882 971 3685 3829 3853 3872 4442 4601 6855 6874 6890 7528 9760 9775 9808 9825 11760 11776 11791 11890 13154,2,15,6855:哥伦布(5); 6890:克里夫兰(10),"{""aluminium"": 9, ""coal"": 13, ""steel"": 28}","{""arms_factory"": 1, ""industrial_complex"": 6, ""infrastructure"": 4}",,USA,,,"{""1939.1.1"": {""claims"": [], ""controller"": """", ""cores"": [], ""other_keys"": [], ""owner"": """", ""province_buildings"": {}, ""state_buildings"": {""industrial_complex"": 7}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\261-USA.txt
262,伯朝拉,Pechora,21795,rural,2,0.0,no,SOV,俄罗斯,Russia,,9,154 6016 6177 6538 9099 9121 9230 10723 11182,0,0,,"{""oil"": 7}","{""infrastructure"": 1}",,SOV;KOM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\262-Torzhok.txt
263,诺夫哥罗德,Novgorod,1092577,town,4,11.0,no,SOV,俄罗斯,Russia,,14,8 71 110 117 320 3089 6086 6154 6225 9212 9234 11072 11109 11191,1,5,117:诺夫哥罗德(5),,"{""air_base"": 2, ""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\263-Veliky Novogrod.txt
264,季赫温,Tikhvin,185559,rural,2,9.0,no,SOV,俄罗斯,Russia,,28,39 57 93 152 172 194 3035 3085 3140 3142 3163 6131 6169 9060 9082 9107 9111 9153 9177 9184 9190 11048 11059 11083 11093 11131 11165 13129,1,1,3140:季赫温(1),,"{""air_base"": 1, ""infrastructure"": 2}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\264-Tikhvin.txt
265,米哈伊洛夫卡,Mikhaylovka,468781,rural,2,0.0,no,SOV,俄罗斯,Russia,,20,487 518 544 579 3431 3539 3582 6454 6528 6563 6602 9436 9464 9502 11423 11451 11485 11512 11527 11555,1,1,487:米哈伊洛夫卡(1),,"{""infrastructure"": 3}",,SOV,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\265-Mikhaylovka.txt
266,德黑兰,Tehran,3446250,city,6,5.0,no,PER,伊朗,Iran,,5,4580 7602 10385 10768 10837,1,10,10837:德黑兰(10),"{""aluminium"": 2, ""tungsten"": 2}","{""air_base"": 3, ""arms_factory"": 1, ""industrial_complex"": 2, ""infrastructure"": 2}","{""10837"": {""landmark_sadabad_complex"": {""allowed"": {""has_dlc"": ""Graveyard of Empires""}, ""level"": 1}}}",PER,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\266-Persia.txt
267,喀布尔,Kabul,1976110,town,4,0.0,no,AFG,阿富汗王国,Kingdom of Afghanistan,,5,7916 7984 10737 10852 12769,1,5,10737:喀布尔(5),"{""chromium"": 2, ""steel"": 2, ""tungsten"": 3}","{""arms_factory"": 1, ""industrial_complex"": 1, ""infrastructure"": 1}",,AFG,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\267-Afghanistan.txt
268,法属索马里兰,French Somaliland,85232,enclave,0,0.0,no,FRA,波旁法国,Bourbon France,,2,4985 8124,1,1,8124:吉布提(1),,"{""air_base"": 2, ""infrastructure"": 2}","{""8124"": {""naval_base"": 2}}",DJI;AFA;SOM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\268-French Somaliland.txt
269,英属索马里兰,British Somaliland,344700,enclave,0,0.0,no,ENG,大不列颠,Great Britain,,8,1905 5068 8094 10777 10833 10921 12759 12814,2,2,10833:柏培拉(1); 5068:哈尔格萨(1),,"{""infrastructure"": 2}","{""10833"": {""naval_base"": 1}}",SOM,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\269-British Somaliland.txt
270,皮特凯恩岛,Pitcairn Island,40,tiny_island,0,0.0,no,ENG,大不列颠,Great Britain,,1,1280,0,0,,,"{""infrastructure"": 1}","{""1280"": {""naval_base"": 1}}",,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\270-Pitcarin Island.txt
271,绍阿,Shewa,1800000,town,4,0.0,no,ETH,埃塞俄比亚,Ethiopia,,4,5010 8036 10734 13239,2,6,5010:亚的斯亚贝巴(5); 8036:阿塞拉(1),,"{""air_base"": 1, ""arms_factory"": 2, ""industrial_complex"": 1, ""infrastructure"": 2}",,ETH;ORO,,add_dynamic_modifier;set_variable,"{""1936.6.1"": {""claims"": [], ""controller"": ""ITA"", ""cores"": [], ""other_keys"": [], ""owner"": ""ITA"", ""province_buildings"": {}, ""state_buildings"": {}, ""victory_points"": []}}",D:\Steam\steamapps\common\Hearts of Iron IV\history\states\271-ethiopia.txt
272,塞内加尔,Senegal,1638000,pastoral,1,1.0,no,FRA,波旁法国,Bourbon France,,6,2100 4948 7972 8015 12710 12834,1,5,4948:达喀尔(5),"{""steel"": 3}","{""air_base"": 4, ""infrastructure"": 2}","{""4948"": {""naval_base"": 3}}",SEN,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\272-French Africa.txt
273,利比亚沙漠,Libyan Desert,42633,wasteland,0,0.0,yes,ITA,意大利王国,Kingdom of Italy,,16,1057 1060 1140 1994 4191 4962 5004 7985 10104 10754 10785 10884 11951 12022 12082 12866,0,0,,,"{""infrastructure"": 0}",,LBA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\273-Italian Africa.txt
274,加纳,Ghana,3163600,rural,2,0.0,no,ENG,大不列颠,Great Britain,,7,8039 8096 10862 12742 12785 12787 13136,2,3,10862:阿克拉(2); 12787:库马西(1),"{""chromium"": 4, ""steel"": 8, ""tungsten"": 8}","{""infrastructure"": 2}","{""10862"": {""naval_base"": 2}}",GHA,,,,D:\Steam\steamapps\common\Hearts of Iron IV\history\states\274-British Africa.txt
